Name,IF,IFDenseRank,IFMinRank
underli,12023.000000000002,677.0,724.0
liu,12020.349629629629,678.0,725.0
ngram,12007.366666666667,679.0,726.0
descriptor,12007.366666666667,679.0,726.0
grey,11871.719298245613,680.0,728.0
decompos,11871.719298245613,680.0,728.0
light,11871.719298245613,680.0,728.0
tdil,11822.634074074072,681.0,731.0
download,11822.634074074072,681.0,731.0
exercis,11822.634074074072,681.0,731.0
websit,11822.634074074072,681.0,731.0
si,11822.599999999999,682.0,735.0
utter,11789.792063492061,683.0,736.0
admittedli,11787.818713450291,684.0,737.0
cell,11770.332539682538,685.0,738.0
yu,11763.86074074074,686.0,739.0
librari,11759.089430894312,687.0,740.0
fail,11752.815686274507,688.0,741.0
inspect,11732.66349206349,689.0,742.0
phistic,11732.311111111112,690.0,743.0
graphconstruct,11725.946859903383,691.0,744.0
upper,11724.292810457517,692.0,745.0
social,11712.213333333333,693.0,746.0
shortest,11657.475555555555,694.0,747.0
rich,11641.129411764705,695.0,748.0
prove,11641.129411764705,695.0,748.0
pass,11611.946666666669,696.0,750.0
parent,11608.379084967322,697.0,751.0
probabilitybas,11608.379084967322,697.0,751.0
correl,11594.407407407409,698.0,753.0
carreterocampo,11562.436363636363,699.0,754.0
red,11518.169934640524,700.0,755.0
matsuo,11470.333333333334,701.0,756.0
rang,11469.822222222223,702.0,757.0
noteworthi,11469.822222222223,702.0,757.0
collaps,11406.666666666666,703.0,759.0
postprocess,11406.666666666666,703.0,759.0
tagbas,11406.662068965517,704.0,761.0
equat,11404.275,705.0,762.0
raw,11386.662745098038,706.0,763.0
discoveri,11367.77777777778,707.0,764.0
cicekli,11365.185185185184,708.0,765.0
ercan,11365.185185185184,708.0,765.0
arxiv,11348.03611111111,709.0,767.0
kai,11333.193650793648,710.0,768.0
dition,11330.553535353536,711.0,769.0
modif,11330.553535353536,711.0,769.0
con,11330.553535353536,711.0,769.0
minor,11330.553535353536,711.0,769.0
inflict,11312.851461988303,712.0,773.0
similarli,11312.851461988303,712.0,773.0
quintessenti,11301.365217391303,713.0,775.0
lowest,11297.52,714.0,776.0
short,11214.829629629628,715.0,777.0
entrop,11214.829629629628,715.0,777.0
approxim,11198.11111111111,716.0,779.0
ascertain,11198.11111111111,716.0,779.0
ap,11197.053198653199,717.0,781.0
entail,11181.5,718.0,782.0
smaller,11170.8,719.0,783.0
legal,11146.745833333332,720.0,784.0
error,11146.745833333332,720.0,784.0
product,11146.745833333332,720.0,784.0
content,11146.745833333332,720.0,784.0
disclaim,11146.745833333332,720.0,784.0
discov,11146.745833333332,720.0,784.0
dr,11100.297777777778,721.0,790.0
immens,11040.510256410256,722.0,791.0
repeat,11024.76209150327,723.0,792.0
tor,10977.035294117648,724.0,793.0
competi,10977.035294117648,724.0,793.0
lesser,10965.888888888889,725.0,795.0
amia,10923.333333333332,726.0,796.0
nml,10918.845977011493,727.0,797.0
tgp,10918.845977011493,727.0,797.0
tgt,10918.845977011493,727.0,797.0
boldfac,10805.266666666665,728.0,800.0
bind,10796.84541062802,729.0,801.0
maxtruss,10796.84541062802,729.0,801.0
scbase,10768.222222222223,730.0,803.0
recogn,10768.222222222223,730.0,803.0
prohibit,10748.671794871796,731.0,805.0
cor,10732.403333333334,732.0,806.0
respond,10732.403333333334,732.0,806.0
rel,10722.866666666667,733.0,808.0
signific,10722.866666666667,733.0,808.0
gk,10672.429629629627,734.0,810.0
intent,10660.22857142857,735.0,811.0
compel,10660.22857142857,735.0,811.0
oliv,10648.0,736.0,813.0
hackenberg,10648.0,736.0,813.0
coronado,10648.0,736.0,813.0
greater,10601.05,737.0,816.0
matrix,10569.866666666665,738.0,817.0
price,10565.443678160918,739.0,818.0
paid,10565.443678160918,739.0,818.0
dens,10521.729166666668,740.0,820.0
instrument,10514.01818181818,741.0,821.0
reciproc,10496.01045751634,742.0,822.0
trusslevel,10448.627777777776,743.0,823.0
interest,10431.082125603865,744.0,824.0
sustain,10431.082125603865,744.0,824.0
intervent,10431.082125603865,744.0,824.0
intens,10431.082125603865,744.0,824.0
possibl,10416.260869565218,745.0,828.0
inconsist,10416.260869565218,745.0,828.0
tediou,10416.260869565218,745.0,828.0
affirm,10399.489655172412,746.0,831.0
methodthi,10399.489655172412,746.0,831.0
systemat,10385.311111111112,747.0,833.0
conjectur,10340.755555555554,748.0,834.0
speedi,10281.818181818182,749.0,835.0
explain,10281.818181818182,749.0,835.0
faster,10235.686738351254,750.0,837.0
desideratum,10154.776190476188,751.0,838.0
identif,10152.154838709677,752.0,839.0
gi,10147.599999999999,753.0,840.0
typic,10095.314285714285,754.0,841.0
post,10075.5,755.0,842.0
site,10075.338095238094,756.0,843.0
bar,10036.771929824561,757.0,844.0
agre,10036.771929824561,757.0,844.0
difficult,10017.020289855072,758.0,846.0
pose,10017.020289855072,758.0,846.0
decis,10017.020289855072,758.0,846.0
boudin,10003.022222222222,759.0,849.0
maxvjni,9902.45925925926,760.0,850.0
instanc,9901.257142857141,761.0,851.0
main,9842.351851851852,762.0,852.0
singledocu,9842.351851851852,762.0,852.0
dynam,9784.183006535946,763.0,854.0
inmemori,9728.314285714285,764.0,855.0
compris,9726.266666666666,765.0,856.0
ascrib,9628.777777777777,766.0,857.0
jump,9628.777777777777,766.0,857.0
random,9628.777777777777,766.0,857.0
shade,9603.782456140349,767.0,860.0
darkest,9603.782456140349,767.0,860.0
symbol,9542.571428571428,768.0,862.0
tional,9510.437037037038,769.0,863.0
computa,9510.437037037038,769.0,863.0
simplic,9510.437037037038,769.0,863.0
kaur,9506.961904761903,770.0,866.0
element,9487.425474254744,771.0,867.0
gcagv,9487.425474254744,771.0,867.0
diagon,9487.425474254744,771.0,867.0
symmetr,9487.425474254744,771.0,867.0
adjac,9487.425474254744,771.0,867.0
zero,9487.425474254744,771.0,867.0
color,9486.620833333332,772.0,873.0
dostal,9280.8,773.0,874.0
jezek,9280.8,773.0,874.0
pd,9261.18148148148,774.0,876.0
turney,9261.18148148148,774.0,876.0
sure,9210.98,775.0,878.0
success,9210.98,775.0,878.0
mea,9210.98,775.0,878.0
decreas,9196.330434782609,776.0,881.0
drastic,9196.330434782609,776.0,881.0
naaclhlt,9168.322222222221,777.0,883.0
naiv,9161.833333333334,778.0,884.0
iter,9161.833333333334,778.0,884.0
cirank,9148.153333333334,779.0,886.0
stronger,9144.397660818711,780.0,887.0
financi,9093.660215053764,781.0,888.0
nontext,9093.660215053764,781.0,888.0
entiti,9093.660215053764,781.0,888.0
acknowledg,9093.660215053764,781.0,888.0
grant,9093.660215053764,781.0,888.0
ostrava,9083.100740740741,782.0,893.0
dateso,9083.100740740741,782.0,893.0
vsb,9083.100740740741,782.0,893.0
bhatnagar,8958.146801346802,783.0,896.0
waim,8948.699999999999,784.0,897.0
webag,8948.699999999999,784.0,897.0
vector,8948.699999999999,784.0,897.0
partit,8807.385185185185,785.0,900.0
marches,8787.460317460318,786.0,901.0
autaeu,8787.460317460318,786.0,901.0
aronson,8782.222222222223,787.0,903.0
pubm,8775.80487804878,788.0,904.0
full,8775.80487804878,788.0,904.0
inspec,8775.80487804878,788.0,904.0
avgsd,8775.80487804878,788.0,904.0
proxi,8768.94619883041,789.0,908.0
expens,8768.94619883041,789.0,908.0
avoid,8768.94619883041,789.0,908.0
authorandreaderth,8742.71219512195,790.0,911.0
uncontrol,8742.71219512195,790.0,911.0
overview,8742.71219512195,790.0,911.0
fontain,8741.777777777777,791.0,914.0
barth,8741.777777777777,791.0,914.0
nonadopt,8650.31769547325,792.0,916.0
zincirheywood,8649.948717948719,793.0,917.0
milio,8649.948717948719,793.0,917.0
area,8643.08024691358,794.0,919.0
ne,8635.532098765432,795.0,920.0
yachida,8635.532098765432,795.0,920.0
benson,8635.532098765432,795.0,920.0
adl,8635.532098765432,795.0,920.0
ieee,8635.532098765432,795.0,920.0
ital,8610.396969696969,796.0,925.0
gw,8555.101754385963,797.0,926.0
choudhuri,8500.343434343435,798.0,927.0
sr,8500.343434343435,798.0,927.0
lahiri,8500.343434343435,798.0,927.0
eq,8492.666666666668,799.0,930.0
auto,8387.97037037037,800.0,931.0
matic,8387.97037037037,800.0,931.0
convent,8357.30189701897,801.0,933.0
tj,8357.30189701897,801.0,933.0
sk,8357.30189701897,801.0,933.0
termterm,8357.30189701897,801.0,933.0
pair,8357.30189701897,801.0,933.0
boolean,8357.30189701897,801.0,933.0
dk,8357.30189701897,801.0,933.0
cct,8357.30189701897,801.0,933.0
ij,8357.30189701897,801.0,933.0
visibl,8346.91111111111,802.0,942.0
express,8271.675,803.0,943.0
dark,8204.29037037037,804.0,944.0
european,8197.511111111111,805.0,945.0
heidelberg,8148.970833333334,806.0,946.0
berlin,8148.970833333334,806.0,946.0
joint,8119.597222222222,807.0,948.0
custom,8099.745454545455,808.0,949.0
target,8092.285925925927,809.0,950.0
realtim,8092.285925925927,809.0,950.0
optic,8092.285925925927,809.0,950.0
interv,8092.285925925927,809.0,950.0
pattern,8092.285925925927,809.0,950.0
recognit,8092.285925925927,809.0,950.0
threedimension,8092.285925925927,809.0,950.0
fring,8092.285925925927,809.0,950.0
harmon,8092.285925925927,809.0,950.0
fourier,8092.285925925927,809.0,950.0
mellin,8092.285925925927,809.0,950.0
deform,8092.285925925927,809.0,950.0
profilometri,8092.285925925927,809.0,950.0
radial,8092.285925925927,809.0,950.0
scale,8092.285925925927,809.0,950.0
threedimens,8092.285925925927,809.0,950.0
colloc,7971.757575757575,810.0,966.0
volum,7959.444444444444,811.0,967.0
europhys,7878.302777777778,812.0,968.0
epl,7878.302777777778,812.0,968.0
letter,7878.302777777778,812.0,968.0
press,7749.381818181819,813.0,971.0
cambridg,7749.381818181819,813.0,971.0
fair,7681.188405797102,814.0,973.0
lineplot,7599.861111111111,815.0,974.0
quot,7578.7252525252525,816.0,975.0
cliqu,7578.7252525252525,816.0,975.0
compromis,7578.7252525252525,816.0,975.0
toopromiscu,7578.7252525252525,816.0,975.0
toostrict,7578.7252525252525,816.0,975.0
nice,7578.7252525252525,816.0,975.0
substanti,7477.433333333334,817.0,981.0
puri,7474.413333333335,818.0,982.0
pa,7474.413333333335,818.0,982.0
aaai,7390.0345679012335,819.0,984.0
shi,7384.077777777778,820.0,985.0
spoken,7367.091666666666,821.0,986.0
varieti,7367.091666666666,821.0,986.0
zheng,7157.405555555555,822.0,988.0
lioma,7107.142857142857,823.0,989.0
wasserman,7005.638095238094,824.0,990.0
faust,7005.638095238094,824.0,990.0
radev,6931.080000000001,825.0,992.0
erkan,6931.080000000001,825.0,992.0
ijcnlp,6848.192592592593,826.0,994.0
ek,6786.014814814814,827.0,995.0
wk,6786.014814814814,827.0,995.0
maxim,6786.014814814814,827.0,995.0
continu,6597.323976608186,828.0,998.0
disi,6591.032098765431,829.0,999.0
unedit,6583.455218855218,830.0,1000.0
date,6583.455218855218,830.0,1000.0
file,6583.455218855218,830.0,1000.0
septemb,6583.455218855218,830.0,1000.0
in,6583.455218855218,830.0,1000.0
public,6583.455218855218,830.0,1000.0
decemb,6583.455218855218,830.0,1000.0
pdf,6583.455218855218,830.0,1000.0
cite,6583.455218855218,830.0,1000.0
doi,6583.455218855218,830.0,1000.0
revis,6583.455218855218,830.0,1000.0
cg,6522.962962962963,831.0,1011.0
intellig,6465.75,832.0,1012.0
topic,6441.039999999999,833.0,1013.0
cision,6351.857142857142,834.0,1014.0
swanson,6284.603174603175,835.0,1015.0
technolog,6273.639506172838,836.0,1016.0
dna,6206.888888888889,837.0,1017.0
huang,6093.586666666667,838.0,1018.0
sun,6093.586666666667,838.0,1018.0
somoza,6068.2844444444445,839.0,1020.0
munoz,6068.2844444444445,839.0,1020.0
proof,6038.109941520468,840.0,1022.0
typeset,6038.109941520468,840.0,1022.0
frank,5898.481871345029,841.0,1024.0
jair,5887.711111111112,842.0,1025.0
tnternat,5881.724999999999,843.0,1026.0
multithem,5881.724999999999,843.0,1026.0
retrievalexperi,5838.290196078431,844.0,1028.0
encyclopedia,5838.290196078431,844.0,1028.0
sigir,5838.290196078431,844.0,1028.0
ibm,5817.9604938271605,845.0,1031.0
encod,5795.753086419752,846.0,1032.0
jx,5750.968888888889,847.0,1033.0
explicit,5744.027777777778,848.0,1034.0
apolog,5744.027777777778,848.0,1034.0
lizorkin,5663.849999999999,849.0,1036.0
grineva,5663.849999999999,849.0,1036.0
grinev,5663.849999999999,849.0,1036.0
jaist,5604.075555555555,850.0,1039.0
salton,5523.283660130719,851.0,1040.0
buckley,5523.283660130719,851.0,1040.0
tarau,5482.555555555556,852.0,1042.0
jr,5430.968888888889,853.0,1043.0
zaki,5430.968888888889,853.0,1043.0
meira,5430.968888888889,853.0,1043.0
mj,5430.968888888889,853.0,1043.0
workshop,5236.8,854.0,1047.0
censu,5235.128888888889,855.0,1048.0
hp,5171.274074074074,856.0,1049.0
framework,5077.164444444445,857.0,1050.0
procedureori,5077.164444444445,857.0,1050.0
ubuntu,5048.094650205761,858.0,1052.0
run,5048.094650205761,858.0,1052.0
processor,5048.094650205761,858.0,1052.0
pc,5048.094650205761,858.0,1052.0
intel,5048.094650205761,858.0,1052.0
cpu,5048.094650205761,858.0,1052.0
ram,5048.094650205761,858.0,1052.0
lt,5048.094650205761,858.0,1052.0
ghz,5048.094650205761,858.0,1052.0
gb,5048.094650205761,858.0,1052.0
bit,5048.094650205761,858.0,1052.0
medelyan,5018.925,859.0,1063.0
kim,5018.925,859.0,1063.0
kan,5018.925,859.0,1063.0
baldwin,5018.925,859.0,1063.0
sn,5018.925,859.0,1063.0
jone,4745.708333333333,860.0,1068.0
sparck,4745.708333333333,860.0,1068.0
lexrank,4603.502222222222,861.0,1070.0
salienc,4603.502222222222,861.0,1070.0
floral,4530.145833333333,862.0,1072.0
portion,4530.145833333333,862.0,1072.0
alp,4530.145833333333,862.0,1072.0
etud,4530.145833333333,862.0,1072.0
jura,4530.145833333333,862.0,1072.0
la,4530.145833333333,862.0,1072.0
dan,4530.145833333333,862.0,1072.0
de,4530.145833333333,862.0,1072.0
une,4530.145833333333,862.0,1072.0
mayo,4399.785185185186,863.0,1081.0
clinic,4399.785185185186,863.0,1081.0
ctake,4399.785185185186,863.0,1081.0
architectur,4399.785185185186,863.0,1081.0
polynomi,4291.4,864.0,1085.0
intermedi,4291.4,864.0,1085.0
nevillman,4290.9473684210525,865.0,1087.0
gutwin,4290.9473684210525,865.0,1087.0
ih,4290.9473684210525,865.0,1087.0
paynter,4290.9473684210525,865.0,1087.0
witten,4290.9473684210525,865.0,1087.0
usa,4192.45138888889,866.0,1092.0
ca,4192.45138888889,866.0,1092.0
artifici,4192.45138888889,866.0,1092.0
francisco,4192.45138888889,866.0,1092.0
ijcai,4192.45138888889,866.0,1092.0
domainspecif,4192.45138888889,866.0,1092.0
practic,4155.261988304093,867.0,1098.0
kea,4155.261988304093,867.0,1098.0
fourth,4155.261988304093,867.0,1098.0
mine,4034.8533333333335,868.0,1101.0
kipperschul,4029.6138888888886,869.0,1102.0
masanz,4029.6138888888886,869.0,1102.0
pv,4029.6138888888886,869.0,1102.0
chute,4029.6138888888886,869.0,1102.0
savova,4029.6138888888886,869.0,1102.0
jj,4029.6138888888886,869.0,1102.0
sohn,4029.6138888888886,869.0,1102.0
kc,4029.6138888888886,869.0,1102.0
ogren,4029.6138888888886,869.0,1102.0
countri,4023.413333333333,870.0,1111.0
offici,4023.413333333333,870.0,1111.0
initi,3399.692307692308,871.0,1113.0
symposium,3399.692307692308,871.0,1113.0
medic,3399.692307692308,871.0,1113.0
informat,3399.692307692308,871.0,1113.0
american,3399.692307692308,871.0,1113.0
master,3150.3999999999996,872.0,1118.0
seidman,3099.2,873.0,1119.0
sb,3099.2,873.0,1119.0
man,3059.5142857142855,874.0,1121.0
schutz,3059.5142857142855,874.0,1121.0
raghavan,3059.5142857142855,874.0,1121.0
briefli,2929.6875816993465,875.0,1124.0
gobit,2841.564814814815,876.0,1125.0
aizenman,2841.564814814815,876.0,1125.0
kandel,2841.564814814815,876.0,1125.0
isdn,2683.2,877.0,1128.0
hypertextu,2635.591111111111,878.0,1129.0
largescal,2635.591111111111,878.0,1129.0
anatomi,2635.591111111111,878.0,1129.0
saxena,2528.3571428571427,879.0,1132.0
python,2494.00987654321,880.0,1133.0
igraph,2494.00987654321,880.0,1133.0
tm,2494.00987654321,880.0,1133.0
dosnow,2494.00987654321,880.0,1133.0
packag,2494.00987654321,880.0,1133.0
opennlp,2494.00987654321,880.0,1133.0
foreach,2494.00987654321,880.0,1133.0
dawak,2475.2,881.0,1140.0
agenc,2090.3999999999996,882.0,1141.0
secur,2090.3999999999996,882.0,1141.0
endow,1769.3166666666666,883.0,1143.0
vldb,1769.3166666666666,883.0,1143.0
vaudois,1428.5666666666666,884.0,1145.0
soc,1428.5666666666666,884.0,1145.0
bull,1428.5666666666666,884.0,1145.0
nat,1428.5666666666666,884.0,1145.0
brin,1358.5249999999999,885.0,1149.0
chicago,1236.0,886.0,1150.0
